813	419
813	590
816	147
816	862
817	451
817	558
820	120
820	889
821	100
821	909
822	112
822	897
823	203
823	806
826	463
826	546
827	50
827	959
828	147
828	862
830	468
830	541
832	207
832	802
833	293
833	716
834	267
834	742
837	12
837	997
838	40
838	969
839	298
839	711
840	74
840	935
841	145
841	864
842	295
842	714
843	386
843	623
848	468
848	541
849	113
849	896
851	246
851	763
852	76
852	933
858	433
858	576
860	410
860	599
861	85
861	924
864	331
864	678
866	208
866	801
869	463
869	546
870	166
870	843
872	212
872	797
874	391
874	618
875	481
875	528
876	344
876	665
878	114
878	895
884	225
884	784
886	278
886	731
893	203
893	806
894	443
894	566
897	302
897	707
901	48
901	961
904	251
904	758
905	355
905	654
907	327
907	682
908	343
908	666
911	458
911	551
915	320
915	689
918	498
918	511
920	369
920	640
922	142
922	867
923	335
923	674
924	31
924	978
930	193
930	816
932	293
932	716
935	448
935	561
938	53
938	956
939	476
939	533
941	198
941	811
942	479
942	530
944	223
944	786
945	346
945	663
947	128
947	881
951	201
951	808
952	273
952	736
954	285
954	724
955	97
955	912
956	182
956	827
958	339
958	670
960	504
960	505
962	251
962	758
963	377
963	632
964	162
964	847
966	121
966	888
967	138
967	871
968	489
968	520
969	311
969	698
973	488
973	521
974	404
974	605
976	382
976	627
977	502
977	507
978	176
978	833
980	324
980	685
981	249
981	760
982	161
982	848
985	312
985	697
986	180
986	829
987	378
987	631
989	57
989	952
990	232
990	777
992	445
992	564
995	214
995	795
997	383
997	626
1000	290
1000	719
1002	69
1002	940
1003	145
1003	864
1004	342
1004	667
1006	2
1006	1007
1007	4
1007	1005
1008	4
1008	1005
